frm,height,pxW,cmW,gsdE,gsdT,predE(cm),predT(cm),errorE2,errorT2
505,85.65,67.98,174,2.79,2.861,189.66420000000002,194.49078000000003,245.3671616400007,419.8720650084012
506,85.63,65.96,174,2.79,2.86,184.02839999999998,188.64559999999997,100.56880655999953,214.49359935999922
507,85.63,65.96,174,2.79,2.86,184.02839999999998,188.64559999999997,100.56880655999953,214.49359935999922
509,85.63,60.94,174,2.79,2.86,170.02259999999998,174.2884,15.819710760000136,0.08317455999999757
513,85.59,65.91,174,2.789,2.859,183.82299,188.43669,96.49113254010008,208.41801815609998
514,85.59,63.425,174,2.789,2.859,176.892325,181.332075,8.365543905624998,53.759323805625044
520,85.56,64.87,174,2.788,2.858,180.85756,185.39846000000003,47.02612915360009,129.92489037160064
523,85.56,63.870000000000005,174,2.788,2.858,178.06956,182.54046000000002,16.561318593599964,72.93945701160041
524,85.56,65.375,174,2.788,2.858,182.26549999999997,186.84175000000002,68.31849024999958,164.9105430625005
525,85.53,62.885000000000005,174,2.787,2.857,175.26049500000002,179.66244500000002,1.5888476450250508,32.06328337802522
526,85.53,65.32499999999999,174,2.787,2.857,182.06077499999995,186.633525,64.9760936006242,159.6059539256248
528,85.53,65.815,174,2.787,2.857,183.426405,188.033455,88.85711122402478,196.9378592370251
531,85.5,62.78,174,2.786,2.856,174.90508,179.29968,0.8191698063999966,28.086608102399946
532,85.5,73.635,174,2.786,2.856,205.14711000000003,210.30156,970.1424613521017,1317.8032584335997
533,85.5,72.62,174,2.786,2.856,202.31932,207.40272000000002,801.9838852624002,1115.7417033984011
536,85.5,64.88,174,2.786,2.856,180.75567999999998,185.29727999999997,45.63921226239978,127.62853539839938
538,85.48,62.38,174,2.785,2.855,173.72830000000002,178.0949,0.0738208899999899,16.768206009999965
540,85.48,62.71,174,2.785,2.855,174.64735000000002,179.03705,0.4190620225000223,25.371872702499935
541,85.48,63.09,174,2.785,2.855,175.70565000000002,180.12195,2.9092419225000676,37.478271802499975
548,85.46,64.21,174,2.785,2.854,178.82485,183.25534,23.279177522499978,85.6613185155998
550,85.43,69.76,174,2.784,2.853,194.21184,199.02528000000004,408.5184761855998,626.2646390784018
552,85.43,66.51,174,2.784,2.853,185.16384,189.75303000000002,124.63132354559986,248.15795418090076
553,85.43,63.959999999999994,174,2.784,2.853,178.06463999999997,182.47788,16.521298329599745,71.87444929439998
555,85.42,61.29,174,2.783,2.853,170.57007,174.86037000000002,11.76441980490009,0.7402365369000299
558,85.42,74.98,174,2.783,2.853,208.66934,213.91794000000002,1201.9631360356004,1593.4419338436012
564,85.4,60.63,174,2.783,2.852,168.73329,172.91676,27.738234224099884,1.1734088975999768
570,85.39,65.395,174,2.782,2.852,181.92889,186.50653999999997,62.86729663209993,156.4135427715993
576,85.38,71.08,174,2.782,2.852,197.74456,202.72016,563.8041295936004,824.8475904255996
578,85.37,68.39,174,2.782,2.851,190.26098,194.97989,264.41947056039965,440.1557844121005
579,85.37,65.45,174,2.782,2.851,182.08190000000002,186.59795,65.3171076100003,158.70834420249994
583,85.37,65.265,174,2.782,2.851,181.56723,186.070515,57.26296987289992,145.697332365225
586,85.35,65.36,174,2.781,2.851,181.76616,186.34136,60.31324114560021,152.30916664960023
587,85.35,64.2,174,2.781,2.851,178.54020000000003,183.0342,20.613416040000246,81.61676963999997
589,85.35,61.53,174,2.781,2.851,171.11493000000002,175.42203,8.323628904899913,2.022169320900019
592,85.32,64.35,174,2.78,2.85,178.89299999999997,183.39749999999998,23.94144899999973,88.31300624999962
594,85.32,61.205,174,2.78,2.85,170.14989999999997,174.43425,14.8232700100002,0.1885730624999927
595,85.32,65.85,174,2.78,2.85,183.06299999999996,187.67249999999999,82.13796899999927,186.9372562499996
600,85.3,60.14,174,2.78,2.849,167.1892,171.33886,46.38699664000001,7.081666099599941
601,85.3,70.15,174,2.78,2.849,195.017,199.85735000000003,441.71428899999984,668.6025490225013
604,85.29,63.44,174,2.779,2.849,176.29976,180.74056000000002,5.288896057599963,45.43514911360022
606,85.29,61.16,174,2.779,2.849,169.96364,174.24484,16.292202049600014,0.059946625600005195
607,85.29,66.14,174,2.779,2.849,183.80306,188.43286,96.09998536359976,208.30744777960015
608,85.29,63.095,174,2.779,2.849,175.341005,179.757655,1.798294410024988,33.150591099025
610,85.28,67.925,174,2.779,2.848,188.76357499999997,193.45039999999997,217.96314678062424,378.318060159999
611,85.28,67.255,174,2.779,2.848,186.90164499999997,191.54223999999996,166.45244370602433,307.7301842175987
612,85.28,74.03,174,2.779,2.848,205.72937,210.83744,1006.7529205968992,1356.9969857535991
613,85.28,61.39,174,2.779,2.848,170.60281,174.83872,11.540899896099965,0.7034512383999917
615,85.27,62.13,174,2.779,2.848,172.65927,176.94624,1.7975569329000207,8.680330137599935
616,85.27,60.620000000000005,174,2.779,2.848,168.46298000000002,172.64576,30.658590480399823,1.8339659776000117
618,85.27,70.935,174,2.779,2.848,197.128365,202.02288,534.9212675732251,785.2818034943992
621,85.26,71.65,174,2.778,2.848,199.04370000000003,204.0592,627.1869096900015,903.5555046400002
622,85.26,61.05,174,2.778,2.848,169.5969,173.8704,19.387289609999954,0.016796160000002745
623,85.26,72.54,174,2.778,2.848,201.51612000000003,206.59392,757.1368598544016,1062.3636209663998
629,85.24,62.615,174,2.778,2.847,173.94447,178.264905,0.003083580900000502,18.18941465902499
633,85.23,77.015,174,2.778,2.847,213.94767000000002,219.261705,1595.8163384289014,2048.6219395070257
634,85.23,65.45,174,2.778,2.847,181.8201,186.33615,61.153964009999946,152.1805968225001
636,85.23,73.46,174,2.778,2.847,204.07188,209.14061999999998,904.3179667343995,1234.8631739843988
639,85.21,63.03,174,2.777,2.846,175.03431,179.38338000000002,1.0697971761000102,28.98078022440018
642,85.21,72.22,174,2.777,2.846,200.55494000000002,205.53812,705.1648384036008,994.6530131343995
644,85.21,70.19,174,2.777,2.846,194.91763,199.76074,437.5472448169001,663.6157253475999
648,85.21,69.48,174,2.777,2.846,192.94596,197.74008,358.94940032160054,563.5913984064003
649,85.21,72.54,174,2.777,2.846,201.44358000000003,206.44884000000002,753.1500832164014,1052.927217345601
651,85.21,72.91,174,2.777,2.846,202.47107,207.50186,810.6018269448998,1122.3746234595997
654,85.21,60.03,174,2.777,2.846,166.70331000000002,170.84538,53.24168495609977,9.951627344399963
655,85.21,62.81,174,2.777,2.846,174.42337,178.75726,0.17924215690000472,22.63152270760002
662,85.22,69.52,174,2.777,2.846,193.05704,197.85392,363.1707735616,569.0094993663994
663,85.22,67.6,174,2.777,2.846,187.7252,192.3896,188.38111504000003,338.1773881600001
664,85.22,62.385,174,2.777,2.846,173.243145,177.54771,0.5728294910250025,12.586246244099964
665,85.22,66.045,174,2.777,2.846,183.406965,187.96407000000002,88.49099051122526,194.99525096490058
671,85.24,66.985,174,2.778,2.847,186.08433,190.70629499999998,146.03103154889985,279.10029262702443
673,85.24,63.86,174,2.778,2.847,177.40308,181.80942,11.580953486399922,60.98704073639983
675,85.25,63.45,174,2.778,2.847,176.2641,180.64215000000002,5.1261488100000605,44.1181566225002
676,85.25,62.25,174,2.778,2.847,172.9305,177.22575,1.1438302500000106,10.405463062500033
677,85.25,62.765,174,2.778,2.847,174.36117000000002,178.691955,0.13044376890001122,22.01444172202507
678,85.25,65.24,174,2.778,2.847,181.23672,185.73827999999997,52.37011635839987,137.7872173583994
680,85.28,68.515,174,2.779,2.848,190.403185,195.13072,269.06447814422523,446.50732771839984
681,85.28,75.95,174,2.779,2.848,211.06505,216.3056,1373.817931502501,1789.76379136
682,85.28,69.71,174,2.779,2.848,193.72409,198.53407999999996,389.0397263280996,601.921081446398
688,85.32,64.45,174,2.78,2.85,179.171,183.6825,26.73924099999992,93.75080625000008
689,85.32,63.36,174,2.78,2.85,176.14079999999998,180.576,4.583024639999934,43.24377599999991
693,85.36,65.41,174,2.782,2.851,181.97062,186.48390999999998,63.53078318439995,155.8480088880995
696,85.36,68.84,174,2.782,2.851,191.51288000000002,196.26284,306.70096589440084,495.6340448656005
701,85.4,72.16,174,2.783,2.852,200.82127999999997,205.80031999999997,719.3810608383985,1011.2603521023982
702,85.4,76.06,174,2.783,2.852,211.67498,216.92311999999998,1419.4041180004003,1842.3942305343985
707,85.45,60.22,174,2.784,2.854,167.65248,171.86788,40.291010150400034,4.545935694399941
709,85.45,60.32,174,2.784,2.854,167.93088,172.15328,36.83421757439998,3.410374758400018
710,85.49,73.77,174,2.786,2.855,205.52321999999998,210.61335,993.7133991683988,1340.5373982224999
721,85.54,66.72,174,2.787,2.857,185.94863999999998,190.61904,142.7699978495996,276.1924905216004
738,85.65,65.24,174,2.79,2.861,182.0196,186.65164,64.31398415999995,160.06399468959964
739,85.65,63.47,174,2.79,2.861,177.0813,181.58767,9.494409689999992,57.572736028900046
744,85.68,65.005,174,2.791,2.862,181.42895499999997,186.04431,55.18937239202461,145.0654033760999
745,85.68,62.98,174,2.791,2.862,175.77718,180.24876,3.158368752399954,39.04700153760005
747,85.71,63.309999999999995,174,2.792,2.863,176.76151999999996,181.25653,7.625992710399789,52.65722764089997
749,85.71,65.03,174,2.792,2.863,181.56376,186.18089,57.210465337600034,148.37408119210014
750,85.71,66.95,174,2.792,2.863,186.9244,191.67785,167.0401153599998,312.5063806225002
753,85.74,64.335,174,2.793,2.864,179.68765499999998,184.25543999999996,32.349419399024754,105.17404959359928
756,85.74,73.04,174,2.793,2.864,204.00072000000003,209.18656000000001,900.0432005184018,1238.0940046336011
757,85.74,62.98,174,2.793,2.864,175.90314,180.37472,3.621941859600029,40.63705507839995
760,85.76,68.27,174,2.794,2.864,190.74638,195.52527999999998,280.4412431043996,463.33767907839916
764,85.76,60.28,174,2.794,2.864,168.42232,172.64192,31.11051418239985,1.8443812864000029
765,85.8,67.81,174,2.795,2.866,189.52895,194.34346000000002,241.1482881025003,413.8563647716009
766,85.8,60.35,174,2.795,2.866,168.67825,172.9631,28.321023062500092,1.0751616100000059
770,85.84,63.71,174,2.796,2.867,178.13316,182.65657,17.08301158560003,74.93620416489979
772,85.84,61.785,174,2.796,2.867,172.75086,177.13759499999998,1.560350739600028,9.84450238402485
773,85.84,70.88,174,2.796,2.867,198.18048,203.21295999999998,584.6956130303995,853.3970319615989
774,85.84,68.465,174,2.796,2.867,191.42813999999998,196.28915500000002,303.74006385959945,496.806430614026
780,85.86,74.54,174,2.797,2.868,208.48838000000003,213.78072,1189.4483550244024,1582.5056837184002
784,85.87,61.56,174,2.797,2.868,172.18332,176.55408,3.300326222399967,6.5233246463999945
785,85.87,72.39,174,2.797,2.868,202.47483000000003,207.61452,810.8159435289015,1129.9359548303999
789,85.88,68.895,174,2.798,2.868,192.76820999999998,197.59086,352.2457066040993,556.5286755395996
790,85.88,68.69,174,2.798,2.868,192.19462,197.00292,331.0441969443995,529.1343285263995
791,85.88,62.76,174,2.798,2.868,175.60247999999999,179.99568,2.567942150399954,35.94817866239992
793,85.88,69.675,174,2.798,2.868,194.95065,199.82789999999997,438.92973542249985,667.0804184099985
794,85.9,65.50999999999999,174,2.798,2.869,183.29698,187.94818999999998,86.43383712039983,194.55200427609952
796,85.9,68.16,174,2.798,2.869,190.71168,195.55104,279.28024842240006,464.4473250816
801,85.91,63.41,174,2.799,2.869,177.48459,181.92329,12.14236746809998,62.778524424100134
805,85.91,63.335,174,2.799,2.869,177.274665,181.70811500000002,10.723430862224992,59.41503685322532
807,85.9,64.755,174,2.798,2.869,181.18448999999998,185.782095,51.61689656009975,138.81776258902497
810,85.9,60.8,174,2.798,2.869,170.1184,174.4352,15.066818559999936,0.18939904000000776
814,85.9,64.94,174,2.798,2.869,181.70212,186.31286,59.322652494400124,151.60652137960003
827,85.88,67.29,174,2.798,2.868,188.27742,192.98772,203.84472185640018,360.53351079839985
835,85.85,74.82,174,2.797,2.867,209.27154,214.50893999999997,1244.0815339715991,1640.9742199235973
836,85.84,60.715,174,2.796,2.867,169.75914,174.069905,17.98489353959998,0.004886709025000791
838,85.84,62.5,174,2.796,2.867,174.75,179.1875,0.5625,26.91015625
839,85.84,71.465,174,2.796,2.867,199.81614,204.89015500000002,666.4730844995995,954.2016759240263
844,85.82,60.505,174,2.796,2.866,169.17198,173.40733,23.30977712040009,0.35125772889999796
846,85.82,60.23,174,2.796,2.866,168.40308,172.61918,31.325513486400126,1.9066638723999998
848,85.78,60.42,174,2.795,2.865,168.8739,173.10330000000002,26.276901210000084,0.8040708899999667
849,85.78,64.89,174,2.795,2.865,181.36755,185.90985,54.28079300249991,141.84452702250013
857,85.75,62.72,174,2.794,2.864,175.23968,179.63008,1.5368065023999822,31.697800806399915
865,85.72,72.38,174,2.793,2.863,202.15734,207.22394,792.8357958756003,1103.8301891236
867,85.69,60.39,174,2.792,2.862,168.60888,172.83618,29.064174854400008,1.3544769923999698
869,85.69,64.87,174,2.792,2.862,181.11704,185.65794000000002,50.65225836160004,135.90756504360058
874,85.65,62.575,174,2.79,2.861,174.58425,179.02707500000002,0.34134806249999683,25.27148305562525
875,85.65,62.52,174,2.79,2.861,174.4308,178.86972000000003,0.18558864000000427,23.714172878400287
878,85.61,64.22,174,2.789,2.859,179.10958,183.60497999999998,26.107807776399937,92.25564080039968
879,85.61,61.135000000000005,174,2.789,2.859,170.50551500000003,174.784965,12.211425415224783,0.6161700512249995
882,85.61,73.46,174,2.789,2.859,204.87994,210.02213999999998,953.5706944036003,1297.5945701795986
883,85.61,64.58,174,2.789,2.859,180.11362,184.63422,37.37634950439997,113.08663500839998
884,85.58,60.97,174,2.788,2.858,169.98435999999998,174.25226,16.12536460960015,0.06363510760000343
885,85.58,66.83,174,2.788,2.858,186.32204,191.00014,151.83266976159967,289.0047600195996
886,85.58,61.16,174,2.788,2.858,170.51407999999998,174.79528,12.15163824640015,0.6324702783999858
887,85.58,63.74,174,2.788,2.858,177.70712,182.16892,13.742738694400025,66.73125396640023
891,85.54,60.0,174,2.787,2.857,167.22,171.42000000000002,45.96840000000002,6.656399999999918
892,85.54,70.20500000000001,174,2.787,2.857,195.66133500000004,200.57568500000005,469.2134339822266,706.2670332192276
893,85.54,66.62,174,2.787,2.857,185.66994,190.33334000000002,136.18749960359992,266.7779955556007
894,85.54,64.03999999999999,174,2.787,2.857,178.47947999999997,182.96228,20.065741070399703,80.32246279839987
899,85.51,65.645,174,2.786,2.856,182.88697,187.48211999999998,78.97823578089984,181.76755969439947
902,85.48,64.08500000000001,174,2.785,2.855,178.47672500000004,182.96267500000002,20.0410667256254,80.32954315562533
904,85.48,67.12,174,2.785,2.855,186.9292,191.6276,167.16421264000022,310.73228176000003
906,85.48,72.87,174,2.785,2.855,202.94295000000002,208.04385000000002,837.6943547025014,1158.9837228225015
907,85.48,69.65,174,2.785,2.855,193.97525000000002,198.85075,399.0106125625007,617.5597755625002
909,85.44,62.745000000000005,174,2.784,2.854,174.68208,179.07423000000003,0.4652331264000182,25.747810092900288
910,85.44,69.775,174,2.784,2.854,194.2536,199.13785000000001,410.2083129600002,631.9115026225007
912,85.44,65.58000000000001,174,2.784,2.854,182.57472,187.16532000000004,73.52582307840024,173.32565070240096
913,85.44,60.77,174,2.784,2.854,169.18368,173.43758000000003,23.196938342399907,0.31631625639997146
918,85.41,68.85,174,2.783,2.853,191.60954999999998,196.42905,310.09625120249945,503.06228390249953
928,85.34,74.28,174,2.781,2.85,206.57268000000002,211.698,1060.9794823824013,1421.1392040000005
929,85.34,62.925,174,2.781,2.85,174.994425,179.33625,0.9888810806250135,28.475564062500073
930,85.34,65.89999999999999,174,2.781,2.85,183.2679,187.81499999999997,85.89397040999995,190.85422499999916
934,85.31,72.56,174,2.78,2.849,201.7168,206.72344,768.2210022400003,1070.8235254336007
938,85.28,65.32,174,2.779,2.848,181.52427999999998,186.03135999999998,56.61478951839964,144.75362344959947
941,85.28,70.035,174,2.779,2.848,194.627265,199.45968,425.4840613802248,648.1953057023995
943,85.28,61.84,174,2.779,2.848,171.85336,176.12032,4.6080632895999605,4.495756902399968
945,85.26,69.375,174,2.778,2.848,192.72375,197.57999999999998,350.5788140624998,556.0163999999993
946,85.26,60.67,174,2.778,2.848,168.54126,172.78816,29.797842387600063,1.4685561855999882
948,85.26,64.735,174,2.778,2.848,179.83383,184.36527999999998,34.03357246890007,107.43902947839968
950,85.24,68.83,174,2.778,2.847,191.20974,195.95901,296.1751508676004,482.19812018010026
955,85.24,61.24,174,2.778,2.847,170.12472,174.35028,15.017795078400027,0.12269607839999855
959,85.23,73.32,174,2.778,2.847,203.68295999999998,208.74203999999997,881.0781143615989,1207.0093433615982
960,85.23,62.49,174,2.778,2.847,173.59722,177.90903,0.16223172840000566,15.28051554090001
962,85.21,60.61,174,2.777,2.846,168.31397,172.49606,32.330937160899865,2.2618355236000003
963,85.21,63.11,174,2.777,2.846,175.25647,179.61106,1.5787168609000184,31.4839943236001
964,85.21,64.14,174,2.777,2.846,178.11678,182.54244,16.947877568400045,72.97328115359998
965,85.21,67.65,174,2.777,2.846,187.86405000000002,192.53190000000004,192.21188240250055,343.4313176100013
971,85.21,65.83,174,2.777,2.846,182.80991,187.35218,77.61451420810003,178.2807107524001
973,85.21,64.865,174,2.777,2.846,180.130105,184.60578999999998,37.57818731102483,112.48278152409968
975,85.2,70.88,174,2.777,2.846,196.83375999999998,201.72448,521.3805957375993,768.6467912704
977,85.2,63.415,174,2.777,2.846,176.103455,180.47909,4.424522937024986,41.978607228100174
978,85.2,68.41,174,2.777,2.846,189.97457,194.69486,255.1868866849,428.27723041960024
981,85.19,63.95,174,2.776,2.845,177.52519999999998,181.93775000000002,12.427035039999886,63.00787506250036
982,85.19,60.96,174,2.776,2.845,169.22495999999998,173.43120000000002,22.801007001600176,0.32353343999997924
986,85.19,61.99,174,2.776,2.845,172.08424,176.36155000000002,3.6701363776000226,5.576918402500106
993,85.2,68.5,174,2.777,2.846,190.2245,194.951,263.2344002500002,438.94440099999974
998,85.21,60.0,174,2.777,2.846,166.62,170.76,54.464399999999934,10.497600000000059
1001,85.21,64.995,174,2.777,2.846,180.491115,184.97577,42.1345739432251,120.46752709290026
1011,85.23,70.0,174,2.778,2.847,194.46,199.29,418.61160000000035,639.5840999999996
1017,85.25,64.99,174,2.778,2.847,180.54222,185.02652999999998,42.80064252839982,121.58436384089956
1018,85.25,63.989999999999995,174,2.778,2.847,177.76422,182.17952999999997,14.169352208399959,66.90471102089953
1022,85.27,66.99,174,2.779,2.848,186.16520999999997,190.78751999999997,147.99233434409936,281.8208277503991
1023,85.27,63.989999999999995,174,2.779,2.848,177.82820999999998,182.24352,14.65519180409988,67.95562199039983
1026,85.27,69.99,174,2.779,2.848,194.50221,199.33151999999998,420.34061488409964,641.6859055103992
1030,85.3,60.99,174,2.78,2.849,169.5522,173.76051,19.782924840000007,0.057355460099994884
1032,85.3,65.99,174,2.78,2.849,183.45219999999998,188.00551,89.34408483999955,196.15431036009963
1035,85.31,65.99,174,2.78,2.849,183.45219999999998,188.00551,89.34408483999955,196.15431036009963
1036,85.31,71.99,174,2.78,2.849,200.13219999999998,205.09951,682.8918768399991,967.1795222401006
1039,85.31,64.99,174,2.78,2.849,180.67219999999998,185.15651,44.51825283999967,124.46771538009993
1040,85.33,60.99,174,2.781,2.85,169.61319,173.82150000000001,19.244101976099973,0.031862249999994804
1047,85.34,71.99,174,2.781,2.85,200.20418999999998,205.17149999999998,686.6595735560991,971.6624122499987
1050,85.34,70.99,174,2.781,2.85,197.42319,202.3215,548.6458297761003,802.1073622499993
1051,85.34,66.99,174,2.781,2.85,186.29918999999998,190.92149999999998,151.27007465609955,286.3371622499993
